gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PhoneService_flag,MultipleLines_flag,OnlineSecurity_flag,OnlineBackup_flag,DeviceProtection_flag,TechSupport_flag,StreamingTV_flag,StreamingMovies_flag,ServiceCount,tenure group,ChurnProbability,RevenueAtRisk,RetentionSegment,RecommendedAction
Male,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.85,890.6,Yes,1,0,0,1,1,1,1,0,5,Below 1 year,0.7111035,633.308776152134,High Risk - High Value,Priority retention offer
Female,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,Yes,1,0,1,1,0,0,0,0,3,Below 5 years,0.5235552,1693.099045524001,Medium Risk,Offer technical support
Female,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,No,1,0,0,0,1,0,0,0,2,Below 5 years,0.20413528,532.9257787249983,Low Risk,Promote security service
Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No,1,0,1,1,1,0,0,0,4,oldest Customers,0.06845168,275.00120279230174,Low Risk,Offer technical support
Female,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,2093.4,No,1,0,0,1,0,0,0,0,2,Below 3 years,0.7060903,1478.1293743014337,High Risk - High Value,Priority retention offer
Female,Yes,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,0,0,0,0,0,0,0,0,0,Below 1 year,0.76602495,19.188924926519395,High Risk - New Customer,Onboarding intervention
Male,No,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,1,1,0,0,1,0,1,1,5,Below 3 years,0.439554,434.9167110994458,Medium Risk,Promote security service
Female,No,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,Yes,1,1,1,0,1,1,0,0,5,Below 3 years,0.27603164,550.4899059385061,Low Risk,Promote long-term contract
Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,Yes,1,1,0,0,0,0,0,0,2,Below 3 years,0.5931298,761.6973067164421,Medium Risk,Promote security service
Female,No,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,224.85,No,1,1,0,1,0,1,0,0,4,Below 1 year,0.4879987,109.7265063866973,Medium Risk,Promote security service
Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,Yes,1,1,0,1,1,0,1,1,6,Below 5 years,0.76776844,4211.593792051077,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,No,1,0,0,1,0,0,1,0,3,Below 3 years,0.25953305,271.27691808342934,Low Risk,Promote security service
Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,1,1,0,1,1,0,1,1,6,Below 3 years,0.771554,1203.0455639362335,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867.0,No,1,0,0,1,1,0,1,1,5,oldest Customers,0.44833347,2630.372480303049,Medium Risk,Promote security service
Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,No,1,1,0,0,0,0,1,1,4,Below 3 years,0.8183401,1321.3737961232662,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.27691025,53.45752287805081,Low Risk,Promote long-term contract
Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,886.7,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.62432164,553.5859977781773,Medium Risk,Promote security service
Female,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,1,1,1,1,1,1,1,1,8,oldest Customers,0.09540538,614.434482106939,Low Risk,Standard engagement
Female,No,Yes,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,No,0,0,0,1,0,1,0,0,2,Below 5 years,0.2180455,303.4430241122842,Low Risk,Promote security service
Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94.0,Yes,1,1,0,0,0,0,1,1,4,Below 1 year,0.9295314,87.37595117092133,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Yes,1,1,1,1,1,1,1,1,8,Below 5 years,0.5207379,2392.7645512461663,Medium Risk,Promote long-term contract
Female,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,1,1,0,0,0,0,0,0,2,Below 3 years,0.31631905,126.40109174251558,Low Risk,Promote long-term contract
Female,No,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,350.3,Yes,1,1,0,0,1,1,1,0,5,Below 1 year,0.54359365,190.42085387706757,Medium Risk,Promote security service
Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.7,3467.0,Yes,1,1,1,0,1,0,1,1,6,Below 3 years,0.45571086,1579.9495450556278,Medium Risk,Offer technical support
Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,1,0,0,1,0,0,1,0,3,Below 1 year,0.8827538,74.41614444851875,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,No,1,1,1,1,1,1,1,0,7,Below 3 years,0.5683036,1808.2283469200136,Medium Risk,Promote long-term contract
Male,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,No,1,0,0,0,0,1,0,0,2,Below 1 year,0.6626501,32.50298781394958,Medium Risk,Promote security service
Female,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,No,1,0,0,0,1,1,0,0,3,Below 3 years,0.41119087,692.3220634818077,Medium Risk,Promote security service
Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,No,1,1,0,0,0,0,0,0,2,Below 1 year,0.9087862,65.5234834074974,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.7752648,35.81723374128342,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,Yes,1,1,0,0,0,0,1,1,4,Below 3 years,0.7042224,1663.4436864316463,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,Yes,1,1,0,0,0,0,0,1,3,Below 1 year,0.90768206,150.17599702477455,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,Yes,1,0,0,1,0,0,0,0,2,Below 1 year,0.8695431,65.91136512756347,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,No,1,0,1,0,1,1,0,0,4,Below 5 years,0.11437466,292.8105669520795,Low Risk,Standard engagement
Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.05,6052.25,No,1,1,1,1,0,0,0,0,4,oldest Customers,0.07541199,456.4122182019055,Low Risk,Offer technical support
Male,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,939.8,No,1,0,0,0,1,0,0,0,2,Below 3 years,0.5749565,540.3440967917442,Medium Risk,Promote security service
Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,No,1,1,0,1,1,1,1,1,7,oldest Customers,0.10145915,601.8303307872266,Low Risk,Promote security service
Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,Yes,1,1,0,0,1,0,1,1,5,Below 1 year,0.85955834,331.7035649061203,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,Yes,1,1,0,0,0,0,0,1,3,Below 1 year,0.8173744,492.50894968807694,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,1664.3,No,1,1,0,0,0,0,0,0,2,oldest Customers,0.048237596,80.28183053545654,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,4415.75,No,1,1,1,0,1,1,1,0,6,Below 5 years,0.06786395,299.67023122124374,Low Risk,Standard engagement
Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),68.75,3815.4,No,1,1,1,1,0,0,0,1,5,Below 5 years,0.17563039,670.100192463398,Low Risk,Offer technical support
Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,81.9,3219.75,No,1,0,0,0,1,1,0,0,3,Below 5 years,0.3215639,1035.3553654700518,Low Risk,Promote security service
Male,No,Yes,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,706.85,Yes,0,0,1,0,0,1,1,1,4,Below 3 years,0.53346556,377.0801340907812,Medium Risk,Promote long-term contract
Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,1,1,0,0,0,0,0,3,Below 3 years,0.6377662,1015.5469805806874,Medium Risk,Offer technical support
Female,Yes,Yes,No,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,No,1,0,0,0,1,0,0,1,3,Below 3 years,0.2646334,422.72537291646006,Low Risk,Promote security service
Male,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,1,0,1,0,0,0,1,0,3,Below 5 years,0.5402048,2349.1617036134003,Medium Risk,Offer technical support
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,No,1,1,0,1,0,1,1,1,6,Below 5 years,0.5178391,2676.244119036198,Medium Risk,Promote security service
Male,No,No,No,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.5,600.0,Yes,0,0,0,1,1,0,0,0,2,Below 3 years,0.41391996,248.3519732952118,Medium Risk,Promote security service
Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,Yes,1,1,0,1,0,1,0,1,5,Below 5 years,0.47450733,2431.6602727890017,Medium Risk,Promote security service
Male,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,228.65,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.10725628,24.524148055166005,Low Risk,Standard engagement
Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.05,637.55,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.064541265,41.148283735662694,Low Risk,Standard engagement
Male,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.2,563.5,No,1,0,0,0,1,0,1,0,3,Below 1 year,0.43680558,246.13994212448597,Medium Risk,Promote security service
Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes,1,1,0,0,0,0,1,1,4,Below 3 years,0.82233936,1861.8174188286068,High Risk - High Value,Priority retention offer
Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.8833435,125.74394975602627,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.87859243,184.76798835396767,High Risk - New Customer,Onboarding intervention
Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,No,1,1,0,0,0,0,0,0,2,oldest Customers,0.04643439,76.30331348720938,Low Risk,Standard engagement
Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,Yes,1,1,0,1,0,0,0,1,4,Below 3 years,0.75634867,1985.8312492817643,High Risk - High Value,Priority retention offer
Male,Yes,Yes,No,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,No,1,0,1,0,0,0,1,0,3,Below 1 year,0.53438455,294.95355163514614,Medium Risk,Offer technical support
Male,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,No,1,0,0,0,0,1,0,0,2,Below 3 years,0.38775092,236.8188766092062,Low Risk,Promote security service
Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,Yes,1,1,1,0,0,0,0,0,3,Below 3 years,0.7248525,672.1919680505991,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,No,1,0,0,0,0,1,1,1,4,Below 1 year,0.44447625,368.6041514992714,Medium Risk,Promote security service
Female,No,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,181.65,Yes,1,0,1,1,0,1,0,0,4,Below 1 year,0.7423001,134.8388119250536,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.5,571.05,No,1,0,1,1,0,1,1,1,6,Below 1 year,0.526003,300.37401493191715,Medium Risk,Promote long-term contract
Male,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.25,593.75,Yes,1,0,0,0,0,1,0,0,2,Below 3 years,0.40831342,242.4360951408744,Medium Risk,Promote security service
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.8959261,145.5431978523731,High Risk - High Value,Priority retention offer
Male,No,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,1,0,1,1,0,0,0,0,3,Below 5 years,0.31123146,665.7863481044769,Low Risk,Offer technical support
Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,No,1,1,1,1,0,1,1,1,7,oldest Customers,0.12716143,998.5223998367786,Low Risk,Standard engagement
Male,No,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,0,0,0,0,1,0,1,1,3,Below 3 years,0.7351111,523.9504489004612,High Risk - General,Promote security service
Male,No,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.7,2234.55,No,0,0,1,0,1,1,1,1,5,Below 5 years,0.18758678,419.1720489978791,Low Risk,Standard engagement
Male,No,Yes,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.6,2345.55,No,0,0,1,1,0,1,0,0,3,oldest Customers,0.06317476,148.17956261448563,Low Risk,Standard engagement
Female,No,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,1,0,0,0,0,0,0,1,2,Below 1 year,0.83002466,45.4438501149416,High Risk - New Customer,Onboarding intervention
Female,No,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,No,0,0,0,0,0,0,1,0,1,Below 1 year,0.52516884,190.71506283581255,Medium Risk,Promote security service
Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.5667477,10.824881547689438,Medium Risk,Promote long-term contract
Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),84.8,5598.3,No,1,0,1,1,1,0,0,0,4,oldest Customers,0.18146853,1015.9152798369527,Low Risk,Offer technical support
Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2,1776.55,Yes,1,0,0,0,0,0,1,1,3,Below 3 years,0.7807322,1387.0098155826329,High Risk - High Value,Priority retention offer
Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,987.95,No,1,1,0,0,0,0,0,0,2,Below 5 years,0.058609992,57.90374185889959,Low Risk,Standard engagement
Female,No,No,No,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,Yes,1,0,1,0,0,0,1,1,4,Below 1 year,0.75969,111.59845904707909,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.90464145,63.00827695429326,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,982.95,No,1,0,0,0,0,0,0,0,1,Below 5 years,0.04937078,48.529008778184654,Low Risk,Standard engagement
Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,398.55,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.054422025,21.689897919259966,Low Risk,Standard engagement
Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,1062.1,Yes,1,0,0,0,1,0,1,1,4,Below 3 years,0.8678535,921.7472260355948,High Risk - High Value,Priority retention offer
Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,176.3,No,1,0,0,0,0,0,0,0,1,Below 1 year,0.10571739,18.63797599375248,Low Risk,Standard engagement
Male,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1,No,1,0,1,1,0,1,0,0,4,Below 5 years,0.23359548,618.3505833402276,Low Risk,Promote long-term contract
Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,Yes,1,1,0,0,1,0,1,1,5,oldest Customers,0.49444434,3028.6693630993364,Medium Risk,Promote security service
Female,No,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,No,0,0,1,0,1,0,0,1,3,oldest Customers,0.07527127,222.8104897879064,Low Risk,Offer technical support
Female,No,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.5,30.5,Yes,0,0,1,0,0,0,0,0,1,Below 1 year,0.71126604,21.69361424446106,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,Yes,1,1,0,0,0,0,1,0,3,Below 1 year,0.7721207,644.0258877038956,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,1,1,0,0,0,0,0,0,2,Below 1 year,0.88769335,227.78211246728898,High Risk - High Value,Priority retention offer
Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.2,6506.15,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.07400153,481.465043496713,Low Risk,Standard engagement
Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,4092.85,Yes,1,0,0,1,0,0,0,0,2,Below 5 years,0.547448,2240.6224626928565,Medium Risk,Promote security service
Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.18194367,1418.4237534753977,Low Risk,Standard engagement
Male,No,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,2083.1,No,1,1,0,0,1,1,1,1,6,Below 3 years,0.27789387,578.880722823739,Low Risk,Promote security service
Male,No,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,767.55,No,1,1,0,1,0,0,0,0,3,Below 3 years,0.46893367,359.9300397232175,Medium Risk,Promote security service
Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,1492.1,No,1,0,0,0,0,0,0,0,1,oldest Customers,0.04375016,65.279612904042,Low Risk,Standard engagement
Male,Yes,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,Yes,0,0,0,0,0,0,0,0,0,Below 1 year,0.74075806,75.92770129442215,High Risk - New Customer,Onboarding intervention
Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,No,1,0,1,1,0,1,0,0,4,Below 3 years,0.27146906,211.97661285102367,Low Risk,Promote long-term contract
Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.65,5174.35,No,1,1,1,1,1,1,0,1,7,Below 5 years,0.15911935,823.3392226345837,Low Risk,Standard engagement
Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.46350157,250.7311757028103,Medium Risk,Promote security service
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.55,6281.45,Yes,1,1,0,1,1,0,1,1,6,oldest Customers,0.7143489,4487.146974784136,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,2369.05,Yes,1,0,0,1,1,0,1,1,5,Below 3 years,0.8188565,1939.911938583851,High Risk - High Value,Priority retention offer
Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,No,1,1,1,1,1,1,1,1,8,oldest Customers,0.4358005,3461.1928836017846,Medium Risk,Standard engagement
Female,Yes,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7,Yes,0,0,0,0,0,0,0,0,0,Below 1 year,0.8299248,21.329067921638487,High Risk - New Customer,Onboarding intervention
Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,Yes,1,0,0,1,1,0,0,0,3,Below 1 year,0.91073143,74.95319708585738,High Risk - High Value,Priority retention offer
Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,1789.25,Yes,1,1,1,1,0,0,0,1,5,Below 3 years,0.73614615,1317.1495025008917,High Risk - High Value,Priority retention offer
Female,Yes,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,No,1,1,1,1,0,1,0,0,5,oldest Customers,0.13227211,552.1500798292459,Low Risk,Standard engagement
Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.87162846,60.57817819714546,High Risk - New Customer,Onboarding intervention
Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.7086395,192.00587320923805,High Risk - New Customer,Onboarding intervention
Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,1,1,0,1,1,0,1,0,5,oldest Customers,0.3538766,2336.6117409229278,Low Risk,Promote security service
Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,Yes,1,0,0,0,0,0,0,0,1,Below 1 year,0.74091,235.9798329770565,High Risk - New Customer,Onboarding intervention
Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.75,246.7,No,1,0,0,0,0,0,0,0,1,Below 3 years,0.060517937,14.929775044322014,Low Risk,Standard engagement
